iter	RMSE
482	1.232429754
483	1.229941299
484	1.226654848
485	1.225047052
486	1.2223931
487	1.219524328
488	1.216997241
489	1.213304518
490	1.210581571
491	1.207868583
492	1.204967316
493	1.203404076
494	1.20106306
495	1.199044776
496	1.197268791
497	1.194672375
498	1.192642476
499	1.191439717
500	1.188998879
501	1.186721825
502	1.183913718
503	1.181859931
504	1.180085334
505	1.178312712
506	1.17575864
507	1.172282368
508	1.169495672
509	1.1658819
510	1.164172455
511	1.162006945
512	1.160784808
513	1.159051742
514	1.155434816
515	1.152654545
516	1.150703613
517	1.148396658
518	1.14439513
519	1.142858275
520	1.139178604
521	1.137082352
522	1.134923541
523	1.13298895
524	1.129179867
525	1.127516465
526	1.126976315
527	1.124897161
528	1.12241865
529	1.120742192
530	1.118165651
531	1.115872984
532	1.115357985
533	1.113133139
534	1.110982275
535	1.109565156
536	1.107789347
537	1.107297076
538	1.105660268
539	1.103841754
540	1.101193209
541	1.099212552
542	1.097568226
543	1.095063534
544	1.091525105
545	1.088584864
546	1.086852856
547	1.086421184
548	1.085059399
549	1.082188015
550	1.079487465
551	1.077597822
552	1.076112045
553	1.073836103
554	1.070761884
555	1.068907972
556	1.065458739
557	1.064212087
558	1.06264309
559	1.06019208
560	1.058046394
561	1.054589436
562	1.052523699
563	1.05019986
564	1.049067197
565	1.048687084
566	1.047565879
567	1.045299423
568	1.043758222
569	1.042070853
570	1.038574533
571	1.036752503
572	1.035810255
573	1.032677521
574	1.031589153
575	1.030454748
576	1.029463014
577	1.02764563
578	1.025872217
579	1.022754163
580	1.020758892
581	1.018628834
582	1.016649876
583	1.015373718
584	1.013460543
585	1.011180345
586	1.009252223
587	1.007458502
588	1.005097526
589	1.002071549
590	1.001082413
591	0.9989418445
592	0.9969903007
593	0.9952248061
594	0.9928306537
595	0.9910959308
596	0.9883373372
597	0.9859198965
598	0.9840482451
599	0.9813016772
600	0.9792489949
601	0.9779250778
602	0.97440896
603	0.9726291459
604	0.9715456052
605	0.9695312176
606	0.9685193396
607	0.9662941444
608	0.9645012598
609	0.9625417102
610	0.9590064657
611	0.956109734
612	0.9529026164
613	0.9507766313
614	0.9503760695
615	0.9482995672
616	0.9472080461
617	0.9449167171
618	0.9444626668
619	0.9431017162
620	0.9414362713
621	0.9396130757
622	0.9386223468
623	0.9381982724
624	0.9377639927
625	0.9358320071
626	0.9341096615
627	0.9320646475
628	0.9306222897
629	0.9285461783
630	0.9258286683
631	0.9247067036
632	0.9223843974
633	0.921082154
634	0.9190759592
635	0.9179171965
636	0.9175251672
637	0.9161155773
638	0.9149104018
639	0.9146358315
640	0.9124150487
641	0.9094718984
642	0.9084328873
643	0.9054416295
644	0.9039566904
645	0.9020045765
646	0.9001804826
647	0.8985696565
648	0.8966999081
649	0.8956318365
650	0.8948221884
651	0.8944871266
652	0.8920958184
653	0.8902184501
654	0.8884063571
655	0.8870202491
656	0.8866179154
657	0.8850633128
658	0.8848762309
659	0.8835219213
660	0.881854657
661	0.8802394513
662	0.878864457
663	0.8777366027
664	0.8765466208
665	0.8763174567
666	0.8746494558
667	0.8719648468
668	0.870593088
669	0.8684188327
670	0.866536032
671	0.8652513802
672	0.8648388674
673	0.8638028181
674	0.8627089159
675	0.8613039834
676	0.860204434
677	0.8580969003
678	0.8567977861
679	0.8548378413
680	0.8532745627
681	0.8524284501
682	0.8501778433
683	0.849188307
684	0.8473785489
685	0.8463930845
686	0.8457399352
687	0.8440847638
688	0.8420665889
689	0.8393196641
690	0.8386371071
691	0.8370658788
692	0.8368049422
693	0.8360113767
694	0.8354838202
695	0.834821678
696	0.8339790063
697	0.8317284728
698	0.8299532473
699	0.8275958123
700	0.8253879621
701	0.8248403914
702	0.8237170847
703	0.8229867329
704	0.8217848663
705	0.8207186386
706	0.8193259618
707	0.8177802258
708	0.8166895358
709	0.8153533782
710	0.8143390281
711	0.8122770021
712	0.8103231037
713	0.8093758154
714	0.8086679386
715	0.8066540784
716	0.8058137284
717	0.8055041861
718	0.8034077215
719	0.8024586137
720	0.8011950138
721	0.7996363463
722	0.7979025269
723	0.7962481857
724	0.7955840182
725	0.795001131
726	0.7927827696
727	0.7912424408
728	0.7898408175
729	0.7891047736
730	0.7873025772
731	0.7871641784
732	0.7861398096
733	0.7841141695
734	0.7828087942
735	0.7810030483
736	0.7796265661
737	0.7783749528
738	0.7755544726
739	0.7748590347
740	0.7736551103
741	0.7721906739
742	0.7704093995
743	0.7695498478
744	0.7692649734
745	0.7687930697
746	0.7684267938
747	0.7672510935
748	0.7655967513
749	0.7644851766
750	0.7632908967
751	0.7626781513
752	0.7615837214
753	0.7607283358
754	0.7596929469
755	0.7588203795
756	0.7585198156
757	0.756701626
758	0.7555833729
759	0.7548116104
760	0.7531767736
761	0.7529082213
762	0.7517081454
763	0.7502095059
764	0.7499101132
765	0.7496040966
766	0.7477724858
767	0.746904945
768	0.745677981
769	0.744866873
770	0.7437954506
771	0.7433281965
772	0.7416717466
773	0.7400528342
774	0.7385098674
775	0.737307945
776	0.73474871
777	0.7336496347
778	0.732024283
779	0.7310347436
780	0.7299458618
781	0.728754504
782	0.72856725
783	0.7281684525
784	0.7264174365
785	0.726117499
786	0.7240395194
787	0.7230381185
788	0.7228033203
789	0.7208275183
790	0.7196067594
791	0.7183866315
792	0.7169237291
793	0.7155283825
794	0.7144551733
795	0.7136850961
796	0.7126386595
797	0.7115527918
798	0.7096236685
799	0.7093205295
800	0.7075171808
801	0.7063605455
802	0.706001691
803	0.7038678928
804	0.702692033
805	0.7019017628
806	0.7004661324
807	0.7003210659
808	0.6982525852
809	0.6976034335
810	0.6971101263
811	0.6969335737
812	0.6957648391
813	0.6944897987
814	0.694374653
815	0.6940911415
816	0.6928259151
817	0.6926607663
818	0.6916780449
819	0.6900844942
820	0.6899251793
821	0.6893466654
822	0.6888782761
823	0.6883606989
824	0.6874699985
825	0.6861203671
826	0.6851425081
827	0.6841739793
828	0.682850905
829	0.6814727083
830	0.6800327014
831	0.6795789048
832	0.6788942273
833	0.6776219729
834	0.676338069
835	0.6752280602
836	0.6742118091
837	0.6731872856
838	0.6721982038
839	0.6720534893
840	0.6708761606
841	0.6692142562
842	0.6684514208
843	0.6672533725
844	0.6664030633
845	0.6648867498
846	0.6634632137
847	0.6621646567
848	0.6613307907
849	0.6603102599
850	0.6597933705
851	0.6583920951
852	0.6567647459
853	0.655333088
854	0.6550778511
855	0.6540527483
856	0.6537527099
857	0.6536288987
858	0.6528298801
859	0.6520890577
860	0.6508571345
861	0.6503729024
862	0.6488812929
863	0.6482387673
864	0.6474868391
865	0.6464716671
866	0.6453996297
867	0.6440130085
868	0.6419885021
869	0.6410147323
870	0.640619584
871	0.640372385
872	0.6389585631
873	0.6385162057
874	0.637255095
875	0.6362062209
876	0.6352860912
877	0.6340296073
878	0.6323598465
879	0.631525586
880	0.6307893852
881	0.6299748615
882	0.6292774345
883	0.6278670489
884	0.6263424854
885	0.6252642635
886	0.6241110176
887	0.6232329992
888	0.6216902931
889	0.6198656588
890	0.618673401
891	0.61796513
892	0.6171163148
893	0.6158882805
894	0.6156953482
895	0.6141823159
896	0.6123053004
897	0.6114459522
898	0.6103143462
899	0.6093070509
900	0.6081191491
901	0.6076266413
902	0.6075125407
903	0.6066377332
904	0.6058464747
905	0.6049021895
906	0.6044540315
907	0.6036088147
908	0.6028688057
909	0.6018148824
910	0.6006868782
911	0.5997596226
912	0.5991411513
913	0.598144362
914	0.5972770058
915	0.5964089393
916	0.5950494306
917	0.594930646
918	0.594384265
919	0.5939093974
920	0.5925154262
921	0.5922815736
922	0.5921880203
923	0.5920275385
924	0.5919004841
925	0.5909642367
926	0.5908385051
927	0.5903918967
928	0.5892213567
929	0.5880708269
930	0.5871915099
931	0.5862454047
932	0.5850629046
933	0.5840895747
934	0.5834710003
935	0.5818849887
936	0.5811282655
937	0.5798219963
938	0.5784849204
939	0.5776412196
940	0.576880349
941	0.5760632228
942	0.5747277037
943	0.573676515
944	0.5730877426
945	0.5718720054
946	0.5717217161
947	0.5703442933
948	0.569366129
949	0.5684108428
950	0.5673326421
951	0.5663900063
952	0.5653251257
953	0.5647837279
954	0.5633807935
955	0.5626940718
956	0.5617856225
957	0.561024287
958	0.5605739519
959	0.5595901363
960	0.5589391862
961	0.5586118782
962	0.5572456187
963	0.5560301097
964	0.5556842006
965	0.5551151183
966	0.5543499538
967	0.5529457155
968	0.5517760234
969	0.550637043
970	0.5499346236
971	0.5493895414
972	0.5484055062
973	0.5477654262
974	0.5470264859
975	0.5463436542
976	0.5456488071
977	0.5453356436
978	0.5447213759
979	0.543499971
980	0.5422486456
981	0.5414918166
982	0.5410235662
983	0.5399969389
984	0.5392123454
985	0.5382633376
986	0.5372700536
987	0.5363157188
988	0.5357541664
989	0.5354482741
990	0.5338649887
991	0.5328473455
992	0.5324171648
993	0.5313666718
994	0.5307422446
995	0.5301937532
996	0.5291023095
997	0.5282554084
998	0.5274247615
999	0.5263127756
